Filename,Buggy/Deleted,Fixed/Added
JavassistCompilerStrategy.java,compiledClass = byteCodeClass.toClass(sourceCode.getPackageNeighbour());,if (byteCodeClass != null ) compiledClass = byteCodeClass.toClass(sourceCode.getPackageNeighbour());
Issue176WithInterfacesTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
Issue176WithInterfacesTestCase.java,final MapperFactory factory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) final MapperFactory factory = new DefaultMapperFactory.Builder().build();
Issue176WithInterfacesTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
Issue176WithSuperClassesTestCase.java,final MapperFactory factory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) final MapperFactory factory = new DefaultMapperFactory.Builder().build();
Issue176WithSuperClassesTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
Issue176WithSuperClassesTestCase.java,final MapperFactory factory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) final MapperFactory factory = new DefaultMapperFactory.Builder().build();
Issue176WithSuperClassesTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
Issue176WithSuperClassesTestCase.java,final MapperFactory factory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) final MapperFactory factory = new DefaultMapperFactory.Builder().build();
Issue176WithSuperClassesTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
Issue17TestCase.java,final MapperFactory mapperFactory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) final MapperFactory mapperFactory = new DefaultMapperFactory.Builder().build();
Issue17TestCase.java,final MapperFacade facade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) final MapperFacade facade = mapperFactory.getMapperFacade();
Issue17TestCase.java,List<String> convertedList = Arrays.asList(converted.getList());,if (Arrays != null ) List<String> convertedList = Arrays.asList(converted.getList());
Issue17TestCase.java,final MapperFactory mapperFactory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) final MapperFactory mapperFactory = new DefaultMapperFactory.Builder().build();
Issue17TestCase.java,final MapperFacade facade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) final MapperFacade facade = mapperFactory.getMapperFacade();
Issue17TestCase.java,final MapperFactory mapperFactory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) final MapperFactory mapperFactory = MappingUtil.getMapperFactory();
Issue17TestCase.java,final MapperFacade facade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) final MapperFacade facade = mapperFactory.getMapperFacade();
Issue17TestCase.java,final MapperFactory mapperFactory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) final MapperFactory mapperFactory = new DefaultMapperFactory.Builder().build();
Issue17TestCase.java,final MapperFacade facade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) final MapperFacade facade = mapperFactory.getMapperFacade();
Issue17TestCase.java,final MapperFactory mapperFactory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) final MapperFactory mapperFactory = MappingUtil.getMapperFactory();
Issue17TestCase.java,final MapperFacade facade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) final MapperFacade facade = mapperFactory.getMapperFacade();
Issue18TestCase.java,MapperFactory mapperFactory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) MapperFactory mapperFactory = new DefaultMapperFactory.Builder().build();
Issue19TestCase.java,MapperFactory mapperFactory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) MapperFactory mapperFactory = new DefaultMapperFactory.Builder().build();
Issue20TestCase.java,DefaultMapperFactory.Builder builder = new DefaultMapperFactory.Builder();,if (DefaultMapperFactory != null ) DefaultMapperFactory.Builder builder = new DefaultMapperFactory.Builder();
Issue20TestCase.java,MapperFactory factory = builder.build();,if (builder != null ) MapperFactory factory = builder.build();
Issue20TestCase.java,mapperFacade = factory.getMapperFacade();,if (factory != null ) mapperFacade = factory.getMapperFacade();
Issue21TestCase.java,DefaultMapperFactory.Builder builder = new DefaultMapperFactory.Builder();,if (DefaultMapperFactory != null ) DefaultMapperFactory.Builder builder = new DefaultMapperFactory.Builder();
Issue21TestCase.java,MapperFactory factory = builder.build();,if (builder != null ) MapperFactory factory = builder.build();
Issue21TestCase.java,mapperFacade = factory.getMapperFacade();,if (factory != null ) mapperFacade = factory.getMapperFacade();
Issue232Test.java,mapperFactory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) mapperFactory = new DefaultMapperFactory.Builder().build();
Issue24TestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
Issue25TestCase.java,List<Address> anschriftenGUI = manufacturingFacilityToEdit.getAddresses();,if (manufacturingFacilityToEdit != null ) List<Address> anschriftenGUI = manufacturingFacilityToEdit.getAddresses();
Issue25TestCase.java,ManufacturingFacilityDTS prototype = manufacturingFacilityToEdit.returnPrototype();,if (manufacturingFacilityToEdit != null ) ManufacturingFacilityDTS prototype = manufacturingFacilityToEdit.returnPrototype();
Issue25TestCase.java,List<AddressDTO> addressesFromPrototype = prototype.getAddressL();,if (prototype != null ) List<AddressDTO> addressesFromPrototype = prototype.getAddressL();
Issue25TestCase.java,List<AddressDTO> addressesAfterMerge = prototype.getAddressL();,if (prototype != null ) List<AddressDTO> addressesAfterMerge = prototype.getAddressL();
Issue25TestCase.java,Iterator<Entity> entitiesIter = entities.getEntities().iterator();,if (entities != null ) Iterator<Entity> entitiesIter = entities.getEntities().iterator();
Issue25TestCase.java,Iterator<Entity> originalIter = originalEntities.getEntities().iterator();,if (originalEntities != null ) Iterator<Entity> originalIter = originalEntities.getEntities().iterator();
Issue25TestCase.java,Entity e = entitiesIter.next();,if (entitiesIter != null ) Entity e = entitiesIter.next();
Issue25TestCase.java,Entity o = originalIter.next();,if (originalIter != null ) Entity o = originalIter.next();
Issue25TestCase.java,DefaultMapperFactory.Builder builder = new DefaultMapperFactory.Builder();,if (DefaultMapperFactory != null ) DefaultMapperFactory.Builder builder = new DefaultMapperFactory.Builder();
Issue25TestCase.java,MapperFactory factory = builder.build();,if (builder != null ) MapperFactory factory = builder.build();
Issue25TestCase.java,Iterator<ChildEntity> entitiesIter = entities.getEntities().iterator();,if (entities != null ) Iterator<ChildEntity> entitiesIter = entities.getEntities().iterator();
Issue25TestCase.java,Iterator<ChildEntity> originalIter = originalEntities.getEntities().iterator();,if (originalEntities != null ) Iterator<ChildEntity> originalIter = originalEntities.getEntities().iterator();
Issue25TestCase.java,Entity e = entitiesIter.next();,if (entitiesIter != null ) Entity e = entitiesIter.next();
Issue25TestCase.java,Entity o = originalIter.next();,if (originalIter != null ) Entity o = originalIter.next();
Issue25TestCase.java,Set<Long> ids = new HashSet<>(srcDtos.size());,if (HashSet<>(srcDtos != null ) Set<Long> ids = new HashSet<>(srcDtos.size());
Issue25TestCase.java,"Entity memberEntity = findEntity(dstEntities, memberDto.getId());","if (memberDto != null ) Entity memberEntity = findEntity(dstEntities, memberDto.getId());"
Issue26TestCase.java,MapperFactory mapperFactory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory mapperFactory = MappingUtil.getMapperFactory();
Issue26TestCase.java,MapperFacade facade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) MapperFacade facade = mapperFactory.getMapperFacade();
Issue28TestCase.java,MapperFactory mapperFactory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory mapperFactory = MappingUtil.getMapperFactory();
Issue28TestCase.java,MapperFacade facade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) MapperFacade facade = mapperFactory.getMapperFacade();
Issue30TestCase.java,MapperFactory factory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) MapperFactory factory = new DefaultMapperFactory.Builder().build();
Issue314TestCase.java,DefaultMapperFactory mapperFactory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) DefaultMapperFactory mapperFactory = new DefaultMapperFactory.Builder().build();
Issue322TestCase.java,MapperFactory mapperFactory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory mapperFactory = MappingUtil.getMapperFactory();
Issue34TestCase.java,DefaultMapperFactory.Builder builder = new DefaultMapperFactory.Builder();,if (DefaultMapperFactory != null ) DefaultMapperFactory.Builder builder = new DefaultMapperFactory.Builder();
Issue34TestCase.java,MapperFactory mapperFactory = builder.build();,if (builder != null ) MapperFactory mapperFactory = builder.build();
Issue34TestCase.java,MapperFacade mapperFacade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) MapperFacade mapperFacade = mapperFactory.getMapperFacade();
Issue38TestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
Issue38TestCase.java,MapperFacade mapperFacade = factory.getMapperFacade();,if (factory != null ) MapperFacade mapperFacade = factory.getMapperFacade();
Issue38TestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
Issue38TestCase.java,MapperFacade mapperFacade = factory.getMapperFacade();,if (factory != null ) MapperFacade mapperFacade = factory.getMapperFacade();
Issue44TestCase.java,ArrayList<String> list = new ArrayList<>(source.size());,if (ArrayList<>(source != null ) ArrayList<String> list = new ArrayList<>(source.size());
Issue46TestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
Issue46TestCase.java,MapperFacade facade = factory.getMapperFacade();,if (factory != null ) MapperFacade facade = factory.getMapperFacade();
Issue49TestCase.java,DefaultMapperFactory.Builder builder = new DefaultMapperFactory.Builder();,if (DefaultMapperFactory != null ) DefaultMapperFactory.Builder builder = new DefaultMapperFactory.Builder();
Issue49TestCase.java,MapperFactory factory = builder.build();,if (builder != null ) MapperFactory factory = builder.build();
Issue49TestCase.java,MapperFacade mapperFacade = factory.getMapperFacade();,if (factory != null ) MapperFacade mapperFacade = factory.getMapperFacade();
Issue52aTestCase.java,MapperFactory factory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) MapperFactory factory = new DefaultMapperFactory.Builder().build();
Issue52bTestCase.java,MapperFactory factory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) MapperFactory factory = new DefaultMapperFactory.Builder().build();
Issue52bTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
Issue52bTestCase.java,MapperFactory factory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) MapperFactory factory = new DefaultMapperFactory.Builder().build();
Issue52bTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
Issue53TestCase.java,final MapperFactory mapperFactory = MappingUtil.getMapperFactory();/*new DefaultMapperFactory.Builder().build();*/,if (DefaultMapperFactory != null ) final MapperFactory mapperFactory = MappingUtil.getMapperFactory();/*new DefaultMapperFactory.Builder().build();*/
Issue53TestCase.java,final MapperFacade mapper = mapperFactory.getMapperFacade();,if (mapperFactory != null ) final MapperFacade mapper = mapperFactory.getMapperFacade();
Issue61TestCase.java,DefaultMapperFactory.Builder builder = new DefaultMapperFactory.Builder();,if (DefaultMapperFactory != null ) DefaultMapperFactory.Builder builder = new DefaultMapperFactory.Builder();
Issue61TestCase.java,MapperFactory factory = builder.build();,if (builder != null ) MapperFactory factory = builder.build();
Issue61TestCase.java,MapperFacade mapperFacade = factory.getMapperFacade();,if (factory != null ) MapperFacade mapperFacade = factory.getMapperFacade();
Issue64TestCase.java,MapperFactory mapperFactory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory mapperFactory = MappingUtil.getMapperFactory();
Issue64TestCase.java,MapperFacade mapper = mapperFactory.getMapperFacade();,if (mapperFactory != null ) MapperFacade mapper = mapperFactory.getMapperFacade();
Issue65TestCase.java,MapperFactory mapperFactory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory mapperFactory = MappingUtil.getMapperFactory();
Issue65TestCase.java,MapperFacade mapper = mapperFactory.getMapperFacade();,if (mapperFactory != null ) MapperFacade mapper = mapperFactory.getMapperFacade();
Issue67Test.java,mapperFactory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) mapperFactory = new DefaultMapperFactory.Builder().build();
Issue67TestCase.java,MapperFactory factory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) MapperFactory factory = new DefaultMapperFactory.Builder().build();
Issue67TestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
Issue68TestCase.java,InvoiceItemProxy invoiceItemProxy = BeanFactory.createInvoiceItemProxy();,if (BeanFactory != null ) InvoiceItemProxy invoiceItemProxy = BeanFactory.createInvoiceItemProxy();
